640376.00,   5923603.00 , St Gorman's Spring, fffff8f0, 2, blu-stars.png
640878.0,5924228.0,enf016,ffd4ff7f,1.6,star.png
639712.0,5924200.0,enf001,ffd4ff7f,1.6,star.png
640537.0,5923937.0,enf020,ffd4ff7f,1.6,star.png
640864.0,5923152.0,enf018,ffd4ff7f,1.6,star.png
640623.0,5924156.0,enf017,ffd4ff7f,1.6,star.png
640498.0,5923456.0,enf014,ffd4ff7f,1.6,star.png
639948.0,5924281.0,enf007,ffd4ff7f,1.6,star.png
640865.0,5923421.0,enf025,ffd4ff7f,1.6,star.png
640059.0,5924065.0,enf006,ffd4ff7f,1.6,star.png
639903.0,5923241.0,enf037,ffd4ff7f,1.6,star.png
640698.0,5923568.0,enf024,ffd4ff7f,1.6,star.png
640752.0,5923786.0,enf023,ffd4ff7f,1.6,star.png
639639.0,5923604.0,enf004,ffd4ff7f,1.6,star.png
639742.0,5923477.0,enf035,ffd4ff7f,1.6,star.png
640402.0,5924199.0,enf009,ffd4ff7f,1.6,star.png
639668.0,5923880.0,enf002,ffd4ff7f,1.6,star.png
641104.0,5923137.0,enf026,ffd4ff7f,1.6,star.png
639732.0,5923023.0,enf039,ffd4ff7f,1.6,star.png
640318.0,5924301.0,enf008,ffd4ff7f,1.6,star.png
640653.0,5924321.0,enf015,ffd4ff7f,1.6,star.png
640239.0,5924049.0,enf032,ffd4ff7f,1.6,star.png
640864.0,5923875.0,enf021,ffd4ff7f,1.6,star.png
640212.0,5923219.0,enf031,ffd4ff7f,1.6,star.png
640322.0,5923046.0,enf030,ffd4ff7f,1.6,star.png
640569.0,5923118.0,enf034,ffd4ff7f,1.6,star.png
640213.0,5923729.0,enf011,ffd4ff7f,1.6,star.png
639879.0,5923611.0,enf005,ffd4ff7f,1.6,star.png
640173.0,5924211.0,enf033,ffd4ff7f,1.6,star.png
640451.0,5923752.0,enf022,ffd4ff7f,1.6,star.png
640078.0,5923364.0,enf038,ffd4ff7f,1.6,star.png
640760.0,5924030.0,enf019,ffd4ff7f,1.6,star.png
640248.0,5923492.0,enf012,ffd4ff7f,1.6,star.png
640879.0,5923790.0,rem002,ffd4ff7f,1.6,star.png
639994.0,5923083.0,enf040,ffd4ff7f,1.6,star.png
639938.0,5923873.0,enf003,ffd4ff7f,1.6,star.png
640695.0,5922998.0,enf029,ffd4ff7f,1.6,star.png
640273.0,5923880.0,enf010,ffd4ff7f,1.6,star.png
640360.0,5923573.0,enf013,ffd4ff7f,1.6,star.png
